City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
441,Wewak,31,PG,2020-02-16 07:13:53,68,-3.55,143.63,84.06,13.91
442,Grand Gaube,40,MU,2020-02-16 07:13:53,62,-20.01,57.66,84.2,12.75
443,Kutum,0,SD,2020-02-16 07:13:54,25,14.2,24.67,62.94,2.84
444,Port Hedland,0,AU,2020-02-16 07:13:54,66,-20.32,118.57,91.4,17.22
445,Muravlenko,97,RU,2020-02-16 07:13:54,94,63.79,74.52,10.83,9.57
446,Aripuana,65,BR,2020-02-16 07:12:19,99,-9.17,-60.63,73.42,1.03
447,Derzhavinsk,100,KZ,2020-02-16 07:13:55,91,51.1,66.32,22.89,5.39
448,Villa Union,5,MX,2020-02-16 07:13:55,93,23.2,-106.23,70.0,4.21
449,Itarema,20,BR,2020-02-16 07:13:55,94,-2.92,-39.92,75.2,2.01
450,Tyrma,0,RU,2020-02-16 07:13:55,76,50.08,132.17,8.96,0.81
451,Gvarv,90,NO,2020-02-16 07:13:55,93,59.39,9.17,46.0,24.16
452,Camacupa,100,AO,2020-02-16 07:13:56,97,-12.02,17.48,64.31,6.53
453,Havre-Saint-Pierre,90,CA,2020-02-16 07:13:56,72,50.23,-63.6,17.6,14.99
454,Hofn,100,IS,2020-02-16 07:13:56,62,64.25,-15.21,40.86,22.75
455,Vytegra,100,RU,2020-02-16 07:13:56,90,61.01,36.45,30.72,10.92
456,North Battleford,90,CA,2020-02-16 07:13:56,84,52.78,-108.28,8.01,14.99
457,Vila,75,PT,2020-02-16 07:13:56,100,42.03,-8.16,61.0,19.46
458,Angoche,41,MZ,2020-02-16 07:13:57,78,-16.23,39.91,82.04,4.03
459,Talnakh,40,RU,2020-02-16 07:13:57,92,69.49,88.4,5.0,17.9
460,Sao Joao Dos Patos,100,BR,2020-02-16 07:13:57,97,-6.5,-43.7,71.58,3.27
461,The Pas,1,CA,2020-02-16 07:13:57,68,53.83,-101.25,-14.8,3.36
462,Vannes,90,FR,2020-02-16 07:13:57,93,47.83,-2.5,57.99,19.46
463,Yichang,15,CN,2020-02-16 07:12:34,41,30.71,111.28,48.09,6.58
464,Lasa,28,IT,2020-02-16 07:13:58,79,46.62,10.7,35.01,2.24
465,Lima,75,PE,2020-02-16 07:10:03,83,-12.04,-77.03,73.4,11.41
466,Sumenep,65,ID,2020-02-16 07:13:58,74,-7.02,113.87,84.49,3.09
467,Bethel,20,US,2020-02-16 07:13:58,63,41.37,-73.41,32.0,6.93
468,Ornskoldsvik,100,SE,2020-02-16 07:13:59,100,63.29,18.72,37.4,21.92
469,Bambous Virieux,40,MU,2020-02-16 07:13:59,62,-20.34,57.76,84.2,12.75
470,Esmeraldas,40,BR,2020-02-16 07:13:59,88,-19.76,-44.31,71.6,3.36
471,Blackwater,0,AU,2020-02-16 07:13:59,36,-23.58,148.88,94.69,9.33
472,Olafsvik,100,IS,2020-02-16 07:13:59,87,64.89,-23.71,35.53,14.76
473,Blagoyevo,100,RU,2020-02-16 07:13:59,95,63.37,47.92,15.22,8.01
474,Quang Ngai,0,VN,2020-02-16 07:09:25,84,15.12,108.8,77.02,13.71
475,Kusti,0,SD,2020-02-16 07:14:00,24,13.16,32.66,78.44,14.36
476,Krasnyy Chikoy,0,RU,2020-02-16 07:14:00,79,50.36,108.75,16.88,2.39
477,Maniitsoq,100,GL,2020-02-16 07:14:00,85,65.42,-52.9,11.28,8.61
478,Dunhua,100,CN,2020-02-16 07:14:00,93,43.37,128.24,9.48,13.6
479,Luzhou,0,CN,2020-02-16 07:12:31,28,28.87,105.44,53.29,4.18
480,Saint-Francois,75,FR,2020-02-16 07:14:01,57,46.42,3.91,52.0,10.29
481,Port Hardy,75,CA,2020-02-16 07:14:01,86,50.7,-127.42,37.4,3.36
482,Biograd Na Moru,14,HR,2020-02-16 07:14:01,71,43.94,15.45,41.0,6.93
483,Palmer,1,US,2020-02-16 07:14:01,58,42.16,-72.33,28.99,11.41
484,Louis Trichardt,79,ZA,2020-02-16 07:14:02,89,-23.04,29.9,68.16,6.26
485,Batemans Bay,98,AU,2020-02-16 07:14:02,81,-35.72,150.18,69.01,4.0
486,Tual,0,ID,2020-02-16 07:14:02,75,-5.67,132.75,84.31,14.25
487,Shelburne,90,CA,2020-02-16 07:14:02,80,44.08,-80.2,33.01,12.75
488,Omachi,75,JP,2020-02-16 07:11:19,87,36.5,137.87,61.0,19.46
489,Hamilton,90,US,2020-02-16 07:14:02,55,39.18,-84.53,41.0,5.93
490,Pisco,90,PE,2020-02-16 07:14:03,88,-13.7,-76.22,73.4,3.42
491,Weymouth,75,US,2020-02-16 07:14:03,79,42.22,-70.94,33.01,12.53
492,Halifax,90,CA,2020-02-16 07:12:15,85,44.65,-63.57,27.0,14.99
493,Fuyang,50,CN,2020-02-16 07:14:03,47,32.9,115.82,41.67,9.06
494,Novo Aripuana,100,BR,2020-02-16 07:14:03,97,-5.12,-60.38,72.88,1.92
495,Suntar,100,RU,2020-02-16 07:14:04,88,62.14,117.63,14.04,10.65
496,Chokwe,58,MZ,2020-02-16 07:14:04,68,-24.53,32.98,81.43,3.6
497,Wang Saphung,0,TH,2020-02-16 07:14:04,21,17.3,101.77,99.0,3.36
498,Port Hawkesbury,90,CA,2020-02-16 07:14:04,85,45.62,-61.35,19.99,6.93
499,Sisimiut,100,GL,2020-02-16 07:14:04,98,66.94,-53.67,-1.7,2.62
500,Honningsvag,71,NO,2020-02-16 07:14:05,81,70.98,25.97,24.4,11.88
501,Roma,90,US,2020-02-16 07:09:29,79,43.21,-75.46,33.01,9.17
502,Ilulissat,98,GL,2020-02-16 07:14:05,78,69.22,-51.1,12.2,6.93
503,Comodoro Rivadavia,0,AR,2020-02-16 07:10:41,41,-45.87,-67.5,59.0,23.04
504,Port Antonio,40,JM,2020-02-16 07:14:05,65,18.18,-76.46,78.8,8.05
505,Kuytun,28,RU,2020-02-16 07:14:05,88,54.34,101.5,17.24,2.04
506,Nampula,75,MZ,2020-02-16 07:14:06,74,-15.12,39.27,82.4,5.82
507,Aklavik,5,CA,2020-02-16 07:14:06,66,68.22,-135.01,-32.8,3.36
508,Pangnirtung,100,CA,2020-02-16 07:14:06,99,66.15,-65.71,-36.17,0.2
509,Camp Verde,1,US,2020-02-16 07:14:06,56,34.56,-111.85,44.6,5.82
510,Shache,100,CN,2020-02-16 07:14:06,24,38.42,77.24,39.63,4.18
511,Holme,100,DK,2020-02-16 07:14:07,93,56.11,10.17,51.8,31.09
512,Sur,25,OM,2020-02-16 07:14:07,29,22.57,59.53,75.56,13.91
513,Shreveport,75,US,2020-02-16 07:14:07,82,32.53,-93.75,59.0,6.93
514,Champerico,0,GT,2020-02-16 07:14:07,72,14.3,-91.92,75.04,1.01
515,Trinidad,26,BO,2020-02-16 07:14:07,92,-14.83,-64.9,76.41,3.91
516,Pak Phanang,40,TH,2020-02-16 07:14:08,63,8.35,100.2,91.4,9.17
517,Xining,66,CN,2020-02-16 07:14:08,15,36.62,101.77,29.86,2.89
518,Corn Island,3,NI,2020-02-16 07:14:08,77,12.17,-83.04,79.92,20.47
519,Ushtobe,100,KZ,2020-02-16 07:14:08,97,45.25,77.98,32.79,15.01
520,Inhambane,75,MZ,2020-02-16 07:14:08,78,-23.86,35.38,82.4,4.7
521,New Castle,90,US,2020-02-16 07:14:09,55,41.0,-80.35,36.0,4.7
522,Zvenyhorodka,51,UA,2020-02-16 07:14:09,93,49.08,30.97,34.34,3.11
523,Kloulklubed,75,PW,2020-02-16 07:14:09,74,7.04,134.26,84.2,11.41
524,Roald,20,NO,2020-02-16 07:14:09,77,62.58,6.13,43.0,17.22
525,Ndele,16,CF,2020-02-16 07:14:09,23,8.41,20.65,72.79,4.88
526,Khandyga,60,RU,2020-02-16 07:14:10,90,62.67,135.6,-21.06,2.21
527,Natal,1,BR,2020-02-16 07:12:43,88,-5.79,-35.21,77.0,2.24
528,Santa Cruz De La Palma,75,ES,2020-02-16 07:14:10,68,28.68,-17.76,64.4,9.17
529,Shimoda,75,JP,2020-02-16 07:14:10,100,34.67,138.95,64.4,24.16
530,Soria,0,ES,2020-02-16 07:14:10,85,41.67,-2.67,40.96,7.74
531,Amos,90,CA,2020-02-16 07:14:11,79,48.57,-78.12,23.0,13.87
532,Albanel,90,CA,2020-02-16 07:14:11,72,48.88,-72.45,19.0,19.46
533,Miraflores,5,MX,2020-02-16 07:14:11,48,19.22,-98.81,62.6,4.7
534,Altay,0,CN,2020-02-16 07:14:11,56,47.87,88.12,22.32,2.3
535,Shumskiy,0,RU,2020-02-16 07:14:11,86,54.83,99.13,24.1,1.19
536,Paamiut,100,GL,2020-02-16 07:14:11,93,61.99,-49.67,16.74,15.37
537,Jiayuguan,32,CN,2020-02-16 07:14:12,16,39.82,98.3,32.63,13.69
538,Presidencia Roque Saenz Pena,100,AR,2020-02-16 07:14:12,95,-26.79,-60.44,77.02,9.01
539,Khomutovo,6,RU,2020-02-16 07:14:12,44,52.47,104.4,21.2,2.24
540,Thinadhoo,0,MV,2020-02-16 07:14:12,75,0.53,72.93,83.52,7.02
541,Viedma,0,AR,2020-02-16 07:14:12,42,-40.81,-63.0,69.46,11.32
542,Conceicao Do Araguaia,88,BR,2020-02-16 07:14:13,95,-8.26,-49.26,73.17,1.66
543,Tevaitoa,100,PF,2020-02-16 07:14:13,69,-16.78,-151.5,83.61,6.49
544,Creel,100,MX,2020-02-16 07:14:13,38,27.75,-107.63,38.73,2.21
545,Kieta,79,PG,2020-02-16 07:14:13,69,-6.22,155.63,85.39,8.52
546,Yuanping,0,CN,2020-02-16 07:14:13,24,38.72,112.76,28.38,9.95
547,Trelleborg,90,SE,2020-02-16 07:14:14,76,55.38,13.16,50.0,21.92
548,Baruun-Urt,0,MN,2020-02-16 07:14:14,86,46.68,113.28,9.93,7.02
549,Donskoye,20,RU,2020-02-16 07:14:14,100,45.46,41.97,30.2,15.66
550,Mutoko,100,ZW,2020-02-16 07:14:14,90,-17.4,32.23,70.41,5.84
551,Jimenez,100,MX,2020-02-16 07:14:14,18,28.33,-105.4,60.37,8.39
552,Liyang,17,CN,2020-02-16 07:14:15,61,29.71,118.29,44.01,5.66
553,Coihaique,16,CL,2020-02-16 07:14:15,94,-45.58,-72.07,39.63,10.76
554,Noshiro,75,JP,2020-02-16 07:14:15,87,40.2,140.02,42.8,9.17
555,Dzilam Gonzalez,0,MX,2020-02-16 07:14:15,78,21.28,-88.93,75.88,11.92
556,Pandan,1,PH,2020-02-16 07:14:15,76,14.05,124.17,80.92,15.5
557,Lauria,0,IT,2020-02-16 07:14:16,81,40.05,15.84,39.0,2.46
558,Pizhma,100,RU,2020-02-16 07:14:16,92,57.86,47.12,23.86,9.57
559,Olinda,75,BR,2020-02-16 07:14:16,78,-8.01,-34.86,80.6,4.7
560,New Iberia,90,US,2020-02-16 07:14:16,87,30.0,-91.82,59.0,5.82
561,Hare Bay,40,CA,2020-02-16 07:14:16,66,48.85,-54.01,10.4,19.46
562,Taft,51,IR,2020-02-16 07:14:17,24,31.75,54.21,48.2,2.24
